assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,otGoals,penaltyMinutes,points,pointsPerGame,ppGoals,ppPoints,shGoals,shPoints,shootingPct,shots,timeOnIcePerGame,seasonId,blockedShots,blocksPerGame,hits,hitsPerGame,evenStrengthGoalsAgainst,evenStrengthGoalsFor,powerPlayGoalFor,shortHandedGoalsAgainst,satFor,satAgainst,usatAgainst,usatFor,penalties,penaltiesDrawn
13.986183074265975,7.392055267702936,17.575129533678755,0.41826690384615384,1.5267702936096719,50.5440414507772,10.053540587219343,0.13989637305699482,35.69430051813472,24.03972366148532,0.38002747841105355,2.3592400690846285,5.958549222797927,0.3022452504317789,0.5060449050086355,0.09105698752228164,95.78065630397236,790.3642214162348,20092010,20.744386873920554,0.3730910189982729,59.659758203799655,1.1676417962003456,26.380866425992778,26.373646209386283,10.24187725631769,1.220216606498195,526.8079584775087,523.9170984455959,394.88428324697753,396.961937716263,13.348877374784111,14.58894645941278
13.605442176870747,7.316326530612245,17.34013605442177,0.42648450570342206,1.5561224489795917,49.933673469387756,9.831632653061224,0.17857142857142858,33.57312925170068,23.437074829931973,0.3768747959183673,2.188775510204082,5.542517006802721,0.32653061224489793,0.5544217687074829,0.09004069808027924,94.12755102040816,797.1472061224489,20102011,20.97108843537415,0.38454642857142857,61.19897959183673,1.220786224489796,25.578856152512998,25.476603119584055,9.417677642980935,1.2634315424610052,539.202380952381,537.4778911564625,400.33673469387753,401.4744897959184,12.248299319727892,13.392857142857142
12.95142378559464,7.217755443886097,17.03182579564489,0.43188608614232205,1.4857621440536013,49.185929648241206,9.408710217755443,0.1574539363484087,31.164154103852596,22.360134003350083,0.3612379899497487,1.899497487437186,4.847571189279732,0.2914572864321608,0.4807370184254606,0.09425780276816609,89.2931323283082,788.0804760469011,20112012,21.42043551088777,0.3942581239530988,59.99832495812395,1.1899820770519263,25.985964912280703,25.849122807017544,8.492982456140352,1.1228070175438596,530.2010050251256,528.5309882747068,392.6046901172529,393.74706867671694,11.582914572864322,12.013400335008376
8.37704918032787,4.471766848816029,10.710382513661202,0.42897398390342056,0.9599271402550091,31.32422586520947,5.879781420765028,0.08561020036429873,20.081967213114755,14.256830601092895,0.380492349726776,1.2586520947176685,3.2877959927140257,0.1493624772313297,0.2586520947176685,0.09768946768060836,55.67577413479053,818.537491985428,20122013,13.890710382513662,0.41031894353369763,40.26775956284153,1.2869083788706739,16.279467680608366,16.157794676806084,5.838403041825095,0.629277566539924,335.72131147540983,334.95081967213116,247.20765027322403,247.63570127504553,7.353369763205829,7.830601092896175
13.189003436426116,7.170103092783505,17.061855670103093,0.4421649904397706,1.5017182130584192,50.24054982817869,9.458762886597938,0.15292096219931273,30.006872852233677,22.647766323024054,0.36246075601374567,1.9793814432989691,5.036082474226804,0.30927835051546393,0.5498281786941581,0.09162855379188713,90.68213058419244,799.9419079037801,20132014,22.010309278350515,0.40801340206185566,63.0893470790378,1.2522735395189004,26.23434704830054,26.11449016100179,8.87298747763864,1.2522361359570662,543.7302405498282,542.4759450171821,403.74226804123714,404.5704467353952,11.379725085910653,12.276632302405499
13.41391304347826,7.306086956521739,17.507826086956523,0.44645820717131474,1.528695652173913,51.18086956521739,9.540869565217392,0.17391304347826086,26.252173913043478,22.954782608695652,0.36127365217391305,1.9739130434782608,5.008695652173913,0.2608695652173913,0.43826086956521737,0.08986778776978416,91.84173913043479,802.0649266086956,20142015,23.382608695652173,0.4151144347826087,68.99652173913043,1.3970653913043478,27.246350364963504,27.074817518248175,9.02007299270073,1.1113138686131387,558.9495652173913,557.3286956521739,411.4782608695652,412.59478260869565,10.499130434782609,11.516521739130434
12.734797297297296,7.076013513513513,16.59966216216216,0.42513998076923076,1.572635135135135,49.73817567567568,9.33108108108108,0.21621621621621623,25.49831081081081,22.06587837837838,0.36101979729729733,1.9662162162162162,4.961148648648648,0.28885135135135137,0.5050675675675675,0.09141639514731369,88.25675675675676,810.7715172297297,20152016,22.66554054054054,0.41941266891891893,62.40878378378378,1.3102032094594596,26.120840630472856,25.798598949211907,8.945709281961472,1.203152364273205,537.9054054054054,536.2212837837837,397.93243243243245,399.11993243243245,10.27027027027027,11.319256756756756
13.045762711864407,7.340677966101695,17.113559322033897,0.43247752362948966,1.6101694915254237,49.896610169491524,9.611864406779661,0.2440677966101695,24.008474576271187,22.65762711864407,0.3607865762711865,2.0016949152542374,5.091525423728814,0.26949152542372884,0.45254237288135596,0.09085587826086956,89.43559322033899,811.5920284745763,20162017,22.859322033898305,0.433378813559322,56.898305084745765,1.1450894915254237,26.875656742556917,26.588441330998247,8.924693520140105,1.1926444833625218,554.8949152542373,553.1237288135593,411.12203389830506,412.37796610169494,9.732203389830508,10.861016949152543
14.856410256410257,8.128205128205128,19.31111111111111,0.41496452336448597,1.623931623931624,51.94871794871795,10.753846153846155,0.25811965811965815,23.148717948717948,25.61025641025641,0.3993705811965812,2.292307692307692,5.736752136752137,0.3333333333333333,0.5623931623931624,0.09831455341506129,97.41880341880342,818.0373911111111,20172018,25.476923076923075,0.4578205128205128,58.12307692307692,1.1417499145299146,30.451957295373667,30.158362989323845,10.411032028469752,1.398576512455516,604.808547008547,603.0837606837607,449.2205128205128,450.33162393162394,9.682051282051281,10.981196581196581
15.121993127147766,8.587628865979381,20.11340206185567,0.4275401129943503,1.6855670103092784,52.238831615120276,11.085910652920962,0.2422680412371134,21.927835051546392,26.20790378006873,0.408788969072165,2.149484536082474,5.494845360824742,0.3487972508591065,0.5996563573883161,0.10049344405594407,97.04123711340206,817.4806627147766,20182019,24.896907216494846,0.44626460481099656,60.776632302405496,1.1807345360824741,31.409171075837744,30.984126984126984,9.797178130511464,1.5908289241622575,604.6907216494845,602.6529209621993,449.9295532646048,451.3333333333333,9.22680412371134,10.668384879725085
