seasonId,SALARY CAP
20242025,87700000
20232024,83500000
20222023,82500000
20212022,81500000
20202021,81500000
20192020,81500000
20182019,79500000
20172018,75000000
20162017,73000000
20152016,71400000
20142015,69000000
20132014,64300000
20122013,60000000
20112012,64300000
20102011,59400000
20092010,56800000
20082009,56700000
20072008,50300000
20062007,44000000
20052006,39000000
